67,-175.80638766832354,-68.79380387021355,-298.1064834375921,-267.53145949527493,-290.4627274520128,-450.9816031491778,-183.4501436539028,-527.4191630049706,-206.38141161064067,-473.9128711059156,-206.38141161064067,-657.3630147598184,-206.38141161064067,-772.0193545435077,-191.09389963948212,-879.0319383416177,-91.7250718269514,-473.9128711059156,-129.94385175484783,-634.4317468030806,-152.87511971158568,-473.9128711059156,-137.5876077404271,-359.25653132222635,22.93126795673785,-458.62535913475705,-22.93126795673785,-565.6379429328671,-53.506291899054986,-405.11906723570206,-38.21877992789642,-298.1064834375921,137.5876077404271,-420.4065792068606,99.3688278125307,-527.4191630049706,53.506291899054986,-428.0503351924399,45.8625359134757,-351.6127753366471
67,-159.25842791341645,-68.25361196289276,-288.1819171766583,-257.8469785264838,-295.765651839202,-447.4403450900748,-189.59336656359102,-515.6939570529676,-189.59336656359102,-470.1915490777057,-197.17710122613465,-652.2011809787531,-197.17710122613465,-765.9572009169077,-182.00963190104738,-864.5457515299751,-75.83734662543641,-470.1915490777057,-121.33975460069824,-614.2825076660349,-136.50722392578552,-447.4403450900748,-113.75601993815461,-341.2680598144638,37.918673312718205,-455.02407975261843,-7.58373466254364,-553.6126303656857,-45.502407975261846,-394.3542024522693,-22.751203987630923,-295.765651839202,151.67469325087282,-409.5216717773566,106.17228527561097,-530.8614263780548,60.66987730034912,-432.27287576498753,68.25361196289276,-356.4355291395511
67,-165.75581280138547,-75.34355127335704,-286.3054948387567,-263.70242945674966,-293.83984996609246,-452.0613076401422,-188.3588781833926,-504.80179353149214,-195.8932333107283,-474.66437302214933,-210.9619435653997,-647.9545409508705,-203.427588438064,-768.5042229882417,-195.8932333107283,-866.450839643606,-82.87790640069274,-474.66437302214933,-120.54968203737126,-610.282765314192,-135.61839229204267,-452.0613076401422,-113.01532691003555,-339.0459807301067,30.137420509342814,-452.0613076401422,-15.068710254671407,-542.4735691681707,-37.67177563667852,-384.25211149412087,-15.068710254671407,-293.83984996609246,150.68710254671407,-414.3895320034637,97.94661665536415,-519.8705037861636,60.27484101868563,-421.9238871307994,67.80919614602134,-354.11469098477806
67,-165.95471526715733,-67.89056533656436,-279.1056574947646,-264.0188651977503,-279.1056574947646,-429.9735804649076,-196.12829986118592,-490.3207496529648,-196.12829986118592,-475.2339573559505,-203.67169600969308,-656.2754649201222,-203.67169600969308,-776.9698032962366,-203.67169600969308,-875.0339532268296,-82.97735763357866,-475.2339573559505,-120.69433837611442,-603.471691880572,-120.69433837611442,-445.06037276192194,-98.06414993059296,-346.99622283132896,30.173584594028604,-460.1471650589362,-15.086792297014302,-535.5811265440077,-22.630188445521455,-384.7132035738647,-7.543396148507151,-301.735845940286,143.32452682163589,-414.8867881678933,105.60754607910012,-505.40754194997913,67.89056533656436,-407.34339201938616,75.4339614850715,-346.99622283132896
67,-167.77320139453158,-76.26054608842344,-289.7900751360091,-259.2858567006397,-289.7900751360091,-427.0590580951713,-205.9034744387433,-472.8153857482253,-198.27741982990094,-480.4414403570677,-205.9034744387433,-671.0928055781263,-205.9034744387433,-777.8575701019191,-205.9034744387433,-876.9962800168696,-83.88660069726579,-480.4414403570677,-129.64292835031986,-602.4583140985452,-137.2689829591622,-457.56327653054063,-114.39081913263516,-327.9203481802208,22.878163826527032,-457.56327653054063,-30.504218435369378,-533.8238226189641,-38.13027304421172,-396.55483965980187,-15.252109217684689,-297.41612974485145,137.2689829591622,-419.4330034863289,83.88660069726579,-510.94565879243703,61.008436870738755,-419.4330034863289,68.6344914795811,-343.1724573979055
67,-164.42698330902374,-78.29856348048749,-281.87482852975495,-250.55540313755998,-281.87482852975495,-422.8122427946325,-203.57626504926748,-501.11080627511996,-195.74640870121874,-477.6212372309737,-211.40612139731624,-665.5377895841436,-219.23597774536498,-775.1557784568262,-219.23597774536498,-869.1140546334111,-86.12841982853624,-477.6212372309737,-125.27770156877999,-595.069082451705,-125.27770156877999,-454.1316681868274,-101.78813252463374,-328.8539666180475,31.319425392194997,-454.1316681868274,-23.489569044146247,-524.6003753192662,-23.489569044146247,-391.4928174024375,-7.829856348048749,-281.87482852975495,140.93741426487748,-414.9823864465837,93.95827617658499,-501.11080627511996,70.46870713243874,-414.9823864465837,78.29856348048749,-336.6838229660962
67,-167.64354965133882,-75.43959734310246,-284.994034407276,-251.4653244770082,-284.994034407276,-419.108874128347,-226.3187920293074,-494.5484714714495,-184.40790461647268,-477.78411650631557,-201.17225958160657,-687.3385535704891,-209.5544370641735,-796.3068608438593,-209.5544370641735,-888.5108131520957,-67.05741986053552,-477.78411650631557,-108.96830727337023,-620.2811337099536,-108.96830727337023,-469.40193902374864,-83.82177482566941,-343.66927678524456,50.29306489540164,-461.0197615411817,0.0,-544.8415363668511,-8.38217748256694,-402.34451916321314,8.38217748256694,-293.3762118898429,167.64354965133882,-419.108874128347,125.7326622385041,-528.0771814017172,100.58612979080328,-435.8732290934809,108.96830727337023,-352.0514542678115
67,-174.49753956526882,-74.78465981368664,-290.8292326087814,-265.90101267088585,-274.210419316851,-440.39855223615467,-182.80694621123402,-498.56439875791096,-191.1163528571992,-481.94558546598057,-199.4257595031644,-689.6807516151101,-207.73516614912955,-806.0124446586227,-216.04457279509475,-905.725324410205,-74.78465981368664,-481.94558546598057,-108.02228639754738,-623.2054984473887,-124.64109968947774,-473.6361788200154,-116.33169304351256,-340.6856724845725,49.8564398757911,-448.70795888211984,0.0,-548.420838633702,-24.92821993789555,-407.16092565229394,-8.309406645965183,-290.8292326087814,166.18813291930365,-398.8515190063288,132.95050633544292,-523.4926186958065,99.7128797515822,-432.0891455901895,99.7128797515822,-340.6856724845725
67,-166.6491720360718,-66.65966881442873,-283.30359246132207,-266.6386752577149,-266.6386752577149,-441.6203058955903,-174.9816306378754,-499.94751610821544,-199.97900644328618,-483.2825989046083,-208.31146504508976,-691.594063949698,-199.97900644328618,-808.2484843749482,-191.64654784148257,-924.9029048001986,-74.99212741623232,-474.95014030280464,-91.6570446198395,-616.6019365334657,-116.65442042525027,-458.2852230991975,-108.32196182344667,-333.2983440721436,49.994751610821545,-441.6203058955903,16.66491720360718,-549.942267719037,-8.33245860180359,-399.95801288657236,-8.33245860180359,-299.9685096649293,166.6491720360718,-391.6255542847688,141.65179623066103,-508.279974710019,108.32196182344667,-408.29047148837594,108.32196182344667,-333.2983440721436
67,-174.99385448894893,-74.99736620954954,-299.98946483819816,-283.3233834582983,-274.99034276834834,-466.6502786371971,-158.32777310904902,-533.3146041567967,-199.99297655879877,-483.31636001709705,-216.65905793869868,-708.3084586457456,-208.3260172487487,-841.6371096849449,-191.65993586884883,-958.2996793442442,-74.99736620954954,-474.9833193271471,-74.99736620954954,-633.3110924361961,-99.99648827939939,-466.6502786371971,-108.32952896934934,-341.6546682879479,41.66520344974975,-441.6511565673473,33.33216275979979,-558.3137262266466,0.0,-399.98595311759755,-8.333040689949948,-299.98946483819816,158.32777310904902,-391.6529124276476,149.99473241909908,-508.3154820869469,108.32952896934934,-408.3189938075475,91.66344758944943,-333.321627597998
